refund_id,order_id,refund_date,refund_amount,reason
632,27886,2023-02-06,52.21,Wrong Item
633,50328,2023-05-19,182.13,Defective
634,26966,2023-04-10,91.97,Wrong Item
635,12142,2023-03-30,74.1,Defective
636,35181,2023-12-31,113.03,Wrong Item
637,8861,2023-03-19,93.23,Changed Mind
638,4942,2023-10-06,22.11,Wrong Item
639,39616,2023-12-06,190.97,Changed Mind
640,11545,2023-03-21,61.13,Changed Mind
641,26193,2023-08-14,86.13,Defective
642,11168,2023-04-08,127.39,Wrong Item
643,24311,2023-10-26,32.82,Changed Mind
644,38493,2023-04-10,177.86,Wrong Item
645,23241,2023-06-21,33.42,Wrong Item
646,52441,2023-02-03,69.19,Wrong Item
647,35146,2023-08-31,75.67,Wrong Item
648,11548,2023-05-07,80.94,Defective
649,32104,2023-10-06,173.45,Defective
650,23462,2023-08-27,199.06,Defective
651,36292,2023-08-03,125.89,Wrong Item
652,8624,2023-09-16,142.77,Wrong Item
653,58713,2023-10-11,69.51,Defective
654,41229,2023-03-25,38.03,Wrong Item
655,40894,2023-07-14,26.22,Defective
656,1495,2023-10-22,91.59,Wrong Item
657,10048,2023-09-19,102.27,Wrong Item
658,43271,2023-02-11,146.16,Wrong Item
659,52026,2023-12-08,54.24,Changed Mind
660,35602,2023-04-20,62.7,Defective
661,16259,2023-08-14,170.65,Changed Mind
662,5055,2023-04-18,69.69,Changed Mind
663,59060,2023-06-26,15.84,Wrong Item
664,10737,2023-07-27,42.98,Changed Mind
665,41723,2023-05-24,41.15,Changed Mind
666,39630,2023-11-30,58.25,Wrong Item
667,15617,2023-09-21,164.58,Defective
668,27730,2023-01-31,155.36,Wrong Item
669,32280,2023-09-30,156.7,Changed Mind
670,46747,2023-09-09,169.43,Defective
671,59614,2023-07-30,122.86,Changed Mind
672,55864,2023-05-22,74.73,Defective
673,37279,2023-11-10,85.21,Defective
674,51922,2023-01-30,50.16,Wrong Item
675,23320,2023-04-02,24.43,Defective
676,24303,2023-10-21,43.44,Wrong Item
677,13382,2023-09-18,26.12,Changed Mind
678,43538,2023-02-23,106.69,Wrong Item
679,16505,2023-05-28,69.96,Defective
680,48376,2023-02-15,163.35,Changed Mind
681,5440,2023-02-27,168.31,Changed Mind
682,19022,2023-08-09,53.78,Changed Mind
683,13221,2023-12-30,32.37,Changed Mind
684,28822,2023-11-05,155.02,Changed Mind
685,45467,2023-02-18,181.95,Defective
686,5935,2023-06-05,48.77,Changed Mind
687,13128,2023-04-04,117.89,Wrong Item
688,50802,2023-11-13,159.45,Defective
689,28548,2023-05-18,74.51,Changed Mind
690,31503,2023-12-27,13.28,Defective
691,33626,2023-10-18,145.62,Changed Mind
692,4740,2023-05-07,123.44,Wrong Item
693,3848,2023-07-12,64.06,Wrong Item
694,27599,2023-09-12,21.03,Defective
695,45893,2023-07-22,161.57,Changed Mind
696,3572,2023-12-19,82.13,Wrong Item
697,28964,2023-02-07,166.78,Defective
698,38993,2023-11-01,129.01,Wrong Item
699,8080,2023-04-15,97.2,Wrong Item
700,29808,2023-03-28,152.59,Changed Mind
701,59899,2023-01-26,90.75,Defective
702,8480,2023-05-09,14.74,Defective
703,44921,2023-08-26,151.26,Changed Mind
704,60202,2023-10-02,152.78,Defective
705,41938,2023-12-19,92.8,Wrong Item
706,48520,2023-10-22,78.93,Defective
707,58956,2023-05-05,140.8,Defective
708,14450,2023-01-14,52.26,Defective
709,41499,2023-08-15,92.22,Wrong Item
710,28244,2023-03-09,106.53,Wrong Item
711,3942,2023-05-03,107.12,Defective
712,7770,2023-09-22,156.91,Defective
713,10367,2023-10-13,141.21,Wrong Item
714,38751,2023-09-09,174.03,Changed Mind
715,34670,2023-02-28,185.1,Defective
716,4111,2023-11-03,14.07,Defective
717,43474,2023-05-24,180.01,Wrong Item
718,31070,2023-08-13,31.17,Wrong Item
719,39610,2023-07-13,61.1,Wrong Item
720,1061,2023-04-06,61.44,Defective
721,14943,2023-06-03,22.43,Wrong Item
722,47112,2023-03-10,184.45,Defective
723,47508,2023-09-27,56.6,Changed Mind
724,55354,2023-06-13,100.07,Wrong Item
725,16119,2023-05-03,85.73,Changed Mind
726,56114,2023-12-20,170.91,Wrong Item
727,39050,2023-03-31,88.4,Wrong Item
728,48457,2023-07-11,45.52,Wrong Item
729,59224,2023-01-03,118.75,Defective
730,43627,2023-01-13,126.25,Defective
731,32288,2023-01-05,153.06,Wrong Item
732,51646,2023-02-19,109.83,Wrong Item
733,31301,2023-06-12,94.54,Changed Mind
734,43718,2023-07-15,62.15,Defective
735,15586,2023-05-07,148.6,Changed Mind
736,25068,2023-03-18,39.91,Defective
737,58595,2023-08-23,59.26,Wrong Item
738,54520,2023-05-10,157.6,Changed Mind
739,37492,2023-10-13,55.4,Wrong Item
740,12476,2023-04-25,175.7,Wrong Item
741,57340,2023-03-03,56.72,Changed Mind
742,1839,2023-10-29,42.21,Defective
743,8438,2023-09-11,177.84,Defective
744,17220,2023-04-16,155.91,Wrong Item
745,8033,2023-06-22,115.28,Changed Mind
746,52056,2023-08-28,166.25,Changed Mind
747,14925,2023-06-27,137.23,Wrong Item
748,11174,2023-01-18,102.0,Defective
749,47197,2023-05-25,170.35,Wrong Item
750,52936,2023-02-25,30.37,Wrong Item
751,5581,2023-08-07,165.99,Changed Mind
752,9398,2023-07-01,62.86,Wrong Item
753,45535,2023-03-30,65.81,Wrong Item
754,15458,2023-07-26,10.62,Wrong Item
755,16004,2023-07-07,20.85,Changed Mind
756,59140,2023-07-18,166.61,Changed Mind
757,10707,2023-04-22,62.27,Wrong Item
758,22807,2023-11-29,55.57,Wrong Item
759,53910,2023-12-26,109.98,Defective
760,50048,2023-09-03,119.64,Changed Mind
761,41563,2023-04-22,126.38,Wrong Item
762,14407,2023-05-16,42.76,Changed Mind
763,39307,2023-06-30,126.69,Defective
764,3053,2023-03-29,67.25,Defective
765,57470,2023-01-30,29.22,Changed Mind
766,45296,2023-09-08,157.95,Changed Mind
767,59175,2023-01-29,125.56,Defective
768,5301,2023-09-22,41.09,Wrong Item
769,11039,2023-11-12,134.49,Defective
770,56786,2023-04-30,47.63,Defective
771,36611,2023-03-11,139.96,Changed Mind
772,35960,2023-02-21,37.42,Wrong Item
773,36073,2023-06-22,132.87,Defective
774,20418,2023-09-10,178.06,Wrong Item
775,59734,2023-04-05,172.62,Defective
776,47344,2023-07-05,80.33,Wrong Item
777,36290,2023-11-13,199.58,Changed Mind
778,15630,2023-12-01,23.1,Changed Mind
779,28330,2023-08-25,61.97,Wrong Item
780,36694,2023-04-16,75.89,Wrong Item
781,5704,2023-11-02,89.34,Wrong Item
782,55496,2023-08-08,106.14,Changed Mind
783,37112,2023-04-05,82.03,Wrong Item
784,14230,2023-12-06,146.74,Changed Mind
785,3201,2023-05-19,136.3,Changed Mind
786,2330,2023-08-17,170.65,Changed Mind
787,52102,2023-07-30,83.03,Changed Mind
788,27752,2023-12-26,102.72,Wrong Item
789,32141,2023-08-26,103.87,Changed Mind
790,36617,2023-12-26,94.62,Changed Mind
791,43790,2023-04-10,37.73,Defective
792,47658,2023-03-31,129.35,Defective
793,25437,2023-07-27,162.98,Defective
794,1332,2023-12-22,140.07,Changed Mind
795,53111,2023-01-07,161.11,Defective
796,6325,2023-06-22,54.62,Changed Mind
797,31319,2023-09-04,126.21,Changed Mind
798,32646,2023-12-28,47.15,Wrong Item
799,56353,2023-08-19,38.93,Wrong Item
800,33739,2023-05-10,41.36,Wrong Item
801,46057,2023-02-03,37.6,Wrong Item
802,53203,2023-01-22,186.64,Changed Mind
803,17228,2023-08-11,144.39,Wrong Item
804,59495,2023-12-13,112.59,Changed Mind
805,45916,2023-05-22,161.06,Wrong Item
806,28046,2023-08-10,157.27,Defective
807,37161,2023-05-07,172.04,Changed Mind
808,2080,2023-09-16,153.02,Defective
809,9046,2023-10-02,67.62,Changed Mind
810,45562,2023-10-26,66.82,Changed Mind
811,27504,2023-08-22,181.72,Defective
812,45437,2023-09-20,79.91,Wrong Item
813,7773,2023-02-22,11.5,Changed Mind
814,54996,2023-03-30,117.88,Changed Mind
815,6778,2023-07-10,38.34,Changed Mind
816,48967,2023-11-11,162.66,Defective
817,14963,2023-12-18,103.56,Changed Mind
818,28200,2023-06-22,61.83,Changed Mind
819,25412,2023-01-14,144.48,Defective
820,37740,2023-06-13,144.08,Changed Mind
821,43479,2023-04-10,15.23,Wrong Item
822,58258,2023-02-06,171.38,Defective
823,45063,2023-05-11,49.47,Changed Mind
824,27358,2023-09-30,17.35,Wrong Item
825,41042,2023-12-15,38.08,Changed Mind
826,14685,2023-12-27,65.07,Defective
827,36777,2023-04-26,75.91,Wrong Item
828,16411,2023-07-07,69.72,Changed Mind
829,53305,2023-05-15,184.63,Changed Mind
830,39904,2023-04-27,115.0,Defective
831,37366,2023-09-13,166.41,Changed Mind
832,59690,2023-03-15,159.93,Changed Mind
833,13338,2023-01-21,166.61,Changed Mind
834,2376,2023-04-23,157.4,Wrong Item
835,46264,2023-02-18,167.44,Defective
836,20215,2023-04-14,19.7,Defective
837,22704,2023-08-17,114.93,Changed Mind
838,32239,2023-06-29,159.37,Changed Mind
839,46044,2023-01-14,120.79,Defective
840,34574,2023-10-21,22.69,Wrong Item
841,56684,2023-12-30,173.16,Wrong Item
842,42051,2023-01-11,182.68,Defective
843,9347,2023-10-05,43.57,Defective
844,45352,2023-07-06,181.98,Changed Mind
845,50963,2023-07-01,163.14,Defective
846,28211,2023-09-04,101.96,Defective
847,54258,2023-01-27,64.29,Changed Mind
848,60413,2023-09-01,99.63,Wrong Item
849,26743,2023-11-26,53.12,Changed Mind
850,32680,2023-12-05,92.63,Changed Mind
851,35844,2023-11-27,46.13,Changed Mind
852,47219,2023-03-16,112.06,Wrong Item
853,16323,2023-04-28,27.94,Wrong Item
854,35482,2023-10-10,197.5,Wrong Item
855,41345,2023-05-08,116.13,Changed Mind
856,15223,2023-09-30,91.11,Wrong Item
857,4718,2023-10-19,111.04,Defective
858,34115,2023-06-22,71.92,Defective
859,53921,2023-01-14,77.28,Changed Mind
860,5538,2023-02-02,25.42,Changed Mind
861,17053,2023-06-04,88.25,Wrong Item
862,33165,2023-12-12,75.11,Changed Mind
863,14436,2023-07-06,19.0,Changed Mind
864,56419,2023-01-16,155.51,Defective
865,22350,2023-06-20,177.19,Wrong Item
866,45761,2023-04-03,144.16,Wrong Item
867,14370,2023-03-26,194.23,Wrong Item
868,36166,2023-12-08,127.38,Changed Mind
869,32952,2023-07-27,61.09,Changed Mind
870,46181,2023-03-22,170.47,Changed Mind
871,44252,2023-03-11,158.31,Wrong Item
872,7582,2023-12-30,189.34,Changed Mind
873,21397,2023-03-23,122.46,Defective
874,56783,2023-11-27,101.89,Wrong Item
875,41616,2023-02-01,162.28,Changed Mind
876,4179,2023-06-15,189.45,Wrong Item
877,37941,2023-11-22,46.51,Defective
878,20316,2023-10-30,126.03,Defective
879,52806,2023-11-03,186.77,Changed Mind
880,37166,2023-06-12,76.4,Defective
881,15865,2023-03-26,89.87,Changed Mind
882,49067,2023-06-26,181.97,Changed Mind
883,24565,2023-02-04,12.52,Defective
884,34105,2023-04-26,24.92,Changed Mind
885,21374,2023-12-31,89.89,Changed Mind
886,48303,2023-04-12,85.1,Changed Mind
887,13434,2023-02-25,132.95,Defective
888,60636,2023-10-10,23.03,Changed Mind
889,16215,2023-07-13,175.97,Wrong Item
890,1223,2023-05-10,73.68,Changed Mind
891,58340,2023-03-09,121.74,Changed Mind
892,45297,2023-06-07,194.67,Defective
893,60143,2023-01-29,165.52,Defective
894,18198,2023-08-15,148.26,Defective
895,17497,2023-06-19,74.85,Wrong Item
896,44172,2023-02-25,194.83,Defective
897,16397,2023-05-06,199.1,Defective
898,60917,2023-04-06,71.23,Changed Mind
899,24220,2023-08-05,114.98,Defective
900,20704,2023-10-07,40.42,Wrong Item
901,43729,2023-01-28,122.31,Wrong Item
902,54103,2023-11-22,59.17,Changed Mind
903,59314,2023-05-08,167.61,Wrong Item
904,26894,2023-11-30,184.86,Changed Mind
905,45863,2023-11-30,105.51,Wrong Item
906,33049,2023-02-04,162.53,Defective
907,18222,2023-04-08,173.31,Defective
908,59402,2023-07-12,10.62,Defective
909,49330,2023-05-26,88.65,Changed Mind
910,6962,2023-05-06,47.39,Wrong Item
911,51180,2023-07-28,65.4,Changed Mind
912,1326,2023-10-18,105.86,Wrong Item
913,37336,2023-04-16,149.3,Changed Mind
914,60040,2023-04-01,191.47,Changed Mind
915,25818,2023-06-10,62.12,Defective
916,16304,2023-03-29,46.79,Wrong Item
917,48753,2023-02-21,130.51,Wrong Item
918,51767,2023-11-18,145.22,Changed Mind
919,39876,2023-01-17,28.3,Changed Mind
920,24549,2023-11-25,21.92,Changed Mind
921,20822,2023-12-01,41.89,Defective
922,17403,2023-01-30,19.01,Defective
923,8638,2023-02-02,25.28,Wrong Item
924,28178,2023-07-25,116.48,Defective
925,48209,2023-03-01,31.8,Changed Mind
926,10069,2023-04-23,126.59,Changed Mind
927,30512,2023-02-11,180.24,Defective
928,14346,2023-01-08,152.62,Changed Mind
929,28878,2023-02-05,173.18,Defective
930,50907,2023-05-14,48.55,Wrong Item
931,40768,2023-09-21,68.64,Defective
932,14264,2023-04-08,59.35,Wrong Item
933,21629,2023-09-22,29.82,Defective
934,59565,2023-07-24,28.16,Defective
935,43678,2023-03-19,102.52,Changed Mind
936,3320,2023-10-07,198.0,Changed Mind
937,42087,2023-08-20,144.0,Wrong Item
938,55199,2023-12-08,95.92,Defective
939,45172,2023-01-13,11.9,Defective
940,16750,2023-06-27,22.46,Wrong Item
941,33311,2023-05-01,129.68,Defective
942,55551,2023-09-16,161.76,Wrong Item
943,5044,2023-05-15,106.12,Defective
944,10251,2023-03-02,131.24,Wrong Item
945,50971,2023-08-10,140.22,Wrong Item
946,14918,2023-08-02,34.14,Wrong Item
947,45270,2023-06-27,161.29,Defective
948,51033,2023-12-15,66.03,Defective
949,54959,2023-11-26,35.66,Defective
950,17458,2023-08-17,94.27,Defective
951,29026,2023-06-17,107.39,Wrong Item
952,22787,2023-12-14,28.72,Changed Mind
953,16974,2023-09-06,20.1,Wrong Item
954,55579,2023-11-27,170.26,Wrong Item
955,29887,2023-12-20,18.99,Wrong Item
956,18387,2023-02-03,140.77,Wrong Item
957,39273,2023-07-09,78.47,Changed Mind
958,37245,2023-05-25,199.44,Wrong Item
959,6649,2023-10-25,82.45,Wrong Item
960,49810,2023-12-16,90.28,Wrong Item
961,57956,2023-04-05,186.26,Defective
962,47992,2023-08-23,82.94,Wrong Item
963,2164,2023-07-30,88.18,Changed Mind
964,19731,2023-10-10,116.29,Changed Mind
965,58372,2023-02-21,60.91,Defective
966,33837,2023-05-01,118.57,Defective
967,16972,2023-04-27,134.75,Wrong Item
968,43059,2023-12-24,100.9,Changed Mind
969,5106,2023-03-25,188.13,Changed Mind
970,21992,2023-09-03,178.49,Changed Mind
971,8319,2023-04-17,156.96,Defective
972,38496,2023-12-21,170.9,Wrong Item
973,41886,2023-07-19,12.29,Changed Mind
974,46417,2023-08-11,154.59,Wrong Item
975,40208,2023-12-22,123.82,Defective
976,26725,2023-03-08,20.58,Changed Mind
977,47193,2023-01-05,60.75,Changed Mind
978,23085,2023-11-05,113.64,Changed Mind
979,55417,2023-06-22,136.18,Wrong Item
980,3137,2023-01-20,134.98,Defective
981,54184,2023-02-12,12.88,Defective
982,34659,2023-07-13,111.7,Changed Mind
983,8940,2023-10-03,95.54,Wrong Item
984,57656,2023-05-02,12.5,Wrong Item
985,59002,2023-11-27,38.83,Wrong Item
986,41244,2023-12-12,157.21,Defective
987,49436,2023-08-29,62.18,Wrong Item
988,50530,2023-12-21,85.23,Wrong Item
989,39894,2023-04-30,87.86,Changed Mind
990,44562,2023-01-04,65.72,Wrong Item
991,55674,2023-04-06,160.26,Defective
992,60722,2023-05-07,145.83,Wrong Item
993,2158,2023-04-07,49.25,Wrong Item
994,30421,2023-06-06,160.14,Wrong Item
995,38968,2023-09-02,69.42,Defective
996,54467,2023-02-14,104.84,Defective
997,13755,2023-04-05,102.93,Defective
998,52404,2023-12-14,23.45,Defective
999,3473,2023-10-06,130.8,Wrong Item
1000,38019,2023-11-04,140.22,Wrong Item
1001,55499,2023-12-17,75.44,Defective
1002,4009,2023-04-03,196.05,Defective
1003,3521,2023-01-06,77.62,Wrong Item
1004,40941,2023-06-10,64.55,Changed Mind
1005,48414,2023-07-17,58.14,Defective
1006,42168,2023-11-21,42.94,Wrong Item
1007,33954,2023-09-01,14.77,Defective
1008,60860,2023-01-22,91.14,Defective
1009,16752,2023-07-14,106.97,Changed Mind
1010,12950,2023-07-15,189.96,Defective
1011,46520,2023-04-10,94.37,Wrong Item
1012,41096,2023-07-14,68.41,Wrong Item
1013,37853,2023-09-27,128.03,Wrong Item
1014,49476,2023-03-08,143.92,Defective
1015,59993,2023-05-19,55.56,Defective
1016,3812,2023-07-19,12.58,Defective
1017,57550,2023-08-06,21.19,Defective
1018,48268,2023-10-07,142.33,Defective
1019,38041,2023-08-16,194.74,Wrong Item
1020,44839,2023-10-23,69.39,Defective
1021,57919,2023-11-07,135.51,Wrong Item
1022,23681,2023-05-03,120.62,Defective
1023,6562,2023-11-21,85.34,Wrong Item
1024,17472,2023-01-24,25.55,Wrong Item
1025,57766,2023-08-26,173.36,Changed Mind
1026,58206,2023-10-04,175.4,Wrong Item
1027,52920,2023-12-05,138.96,Changed Mind
1028,43550,2023-01-13,173.1,Wrong Item
1029,42115,2023-11-24,51.63,Defective
1030,49303,2023-11-12,27.09,Wrong Item
1031,60564,2023-10-21,117.04,Defective
1032,22610,2023-03-11,15.2,Changed Mind
1033,18581,2023-03-21,178.14,Defective
1034,29426,2023-06-17,103.07,Changed Mind
1035,19665,2023-03-03,72.77,Changed Mind
1036,10698,2023-01-12,38.21,Wrong Item
1037,21199,2023-07-12,89.38,Wrong Item
1038,11495,2023-06-04,54.04,Defective
1039,18200,2023-12-25,130.47,Changed Mind
1040,6166,2023-07-29,141.04,Defective
1041,25411,2023-04-08,95.4,Wrong Item
1042,11619,2023-03-22,98.83,Defective
1043,36737,2023-12-30,132.39,Wrong Item
1044,22889,2023-05-02,67.1,Wrong Item
1045,26966,2023-03-14,110.65,Defective
1046,33434,2023-04-25,61.3,Wrong Item
1047,28173,2023-05-03,54.28,Changed Mind
1048,56111,2023-11-17,87.32,Wrong Item
1049,21649,2023-06-06,177.81,Defective
1050,6218,2023-10-18,119.69,Wrong Item
1051,22947,2023-10-03,156.37,Changed Mind
1052,29275,2023-07-09,17.08,Changed Mind
1053,15560,2023-04-08,144.33,Wrong Item
1054,47217,2023-03-16,117.39,Wrong Item
1055,31040,2023-03-12,184.17,Changed Mind
1056,47174,2023-10-12,45.06,Changed Mind
1057,23850,2023-06-16,136.29,Changed Mind
1058,23951,2023-10-03,124.35,Defective
1059,28391,2023-09-29,139.76,Wrong Item
1060,39655,2023-04-17,63.36,Changed Mind
1061,44308,2023-01-14,63.22,Changed Mind
1062,5117,2023-01-29,51.46,Wrong Item
1063,33339,2023-08-16,158.24,Changed Mind
1064,47871,2023-09-21,123.52,Changed Mind
1065,10386,2023-12-29,188.51,Defective
1066,46455,2023-03-17,112.51,Wrong Item
1067,43490,2023-02-13,102.08,Defective
1068,7128,2023-12-24,128.43,Wrong Item
1069,20729,2023-04-10,15.2,Defective
1070,18095,2023-09-12,48.04,Changed Mind
1071,51294,2023-09-21,56.46,Changed Mind
1072,14627,2023-08-12,199.69,Changed Mind
1073,54531,2023-03-26,104.25,Defective
1074,52221,2023-10-10,32.47,Defective
1075,44026,2023-11-15,14.3,Changed Mind
1076,56867,2023-01-03,105.23,Changed Mind
1077,51142,2023-10-20,83.51,Defective
1078,41924,2023-09-18,120.1,Changed Mind
1079,13804,2023-10-02,135.47,Wrong Item
1080,23279,2023-11-28,73.71,Wrong Item
1081,13037,2023-07-28,116.24,Wrong Item
1082,25178,2023-05-29,131.48,Changed Mind
1083,41564,2023-03-13,99.48,Defective
1084,27219,2023-06-24,114.92,Changed Mind
1085,3723,2023-12-01,136.9,Changed Mind
1086,23491,2023-02-20,126.73,Defective
1087,22347,2023-11-07,94.75,Defective
1088,6040,2023-11-23,165.45,Defective
1089,23505,2023-10-20,189.93,Defective
1090,15951,2023-08-06,128.2,Defective
1091,49079,2023-11-15,166.8,Defective
1092,28514,2023-11-18,35.77,Changed Mind
1093,35111,2023-09-22,114.4,Changed Mind
1094,52737,2023-07-16,79.01,Wrong Item
1095,9528,2023-06-28,196.55,Defective
1096,40498,2023-03-27,165.53,Defective
1097,14011,2023-03-25,177.0,Wrong Item
1098,23501,2023-03-13,72.7,Wrong Item
1099,58341,2023-03-03,153.3,Changed Mind
1100,23208,2023-07-24,156.31,Changed Mind
1101,38557,2023-01-02,192.52,Changed Mind
1102,19424,2023-02-15,171.03,Defective
1103,49309,2023-07-15,184.33,Changed Mind
1104,16809,2023-03-31,111.85,Changed Mind
1105,35545,2023-01-09,131.08,Wrong Item
1106,30716,2023-04-09,131.26,Changed Mind
1107,46328,2023-03-09,37.26,Defective
1108,25092,2023-05-03,160.61,Changed Mind
1109,21030,2023-12-17,175.89,Changed Mind
1110,51847,2023-01-02,140.35,Defective
1111,28402,2023-11-29,74.79,Wrong Item
1112,50479,2023-11-16,41.37,Defective
1113,33938,2023-08-18,72.58,Changed Mind
1114,2967,2023-09-17,173.73,Wrong Item
1115,27817,2023-06-14,22.21,Defective
1116,58181,2023-11-01,106.76,Wrong Item
1117,60075,2023-08-02,49.83,Defective
1118,38360,2023-06-23,151.84,Changed Mind
1119,5536,2023-08-09,32.4,Defective
1120,48410,2023-02-27,118.54,Changed Mind
1121,13496,2023-07-18,64.85,Wrong Item
1122,14746,2023-07-01,144.44,Changed Mind
1123,9550,2023-07-04,120.07,Wrong Item
1124,53229,2023-10-26,93.02,Changed Mind
1125,44757,2023-01-13,164.58,Changed Mind
1126,29990,2023-04-20,60.67,Changed Mind
1127,10146,2023-12-23,138.4,Changed Mind
1128,11163,2023-11-19,131.97,Wrong Item
1129,11830,2023-12-15,43.94,Changed Mind
1130,33513,2023-05-08,104.59,Wrong Item
1131,41638,2023-04-28,75.7,Wrong Item
1132,50347,2023-05-18,97.84,Defective
1133,28269,2023-05-14,86.5,Wrong Item
1134,40632,2023-01-03,12.51,Defective
1135,28515,2023-11-19,190.07,Defective
1136,13215,2023-08-11,121.53,Changed Mind
1137,19292,2023-07-19,57.72,Wrong Item
1138,22069,2023-04-10,43.02,Defective
1139,29540,2023-12-18,67.86,Defective
1140,57073,2023-03-13,129.92,Defective
1141,34871,2023-10-13,162.65,Defective
1142,24739,2023-08-15,172.53,Changed Mind
1143,31031,2023-02-15,101.38,Changed Mind
1144,26634,2023-08-29,26.68,Defective
1145,2067,2023-10-21,185.79,Changed Mind
1146,47682,2023-10-31,163.24,Wrong Item
1147,8928,2023-02-19,38.84,Defective
1148,29592,2023-02-22,53.13,Changed Mind
1149,24131,2023-12-13,115.46,Changed Mind
1150,5947,2023-11-11,174.0,Defective
1151,9708,2023-02-27,175.37,Defective
1152,53450,2023-01-27,149.64,Wrong Item
1153,12834,2023-12-17,86.14,Wrong Item
1154,21581,2023-11-15,56.78,Wrong Item
1155,15589,2023-10-03,128.49,Wrong Item
1156,53015,2023-01-27,165.78,Defective
1157,39034,2023-05-07,144.05,Changed Mind
1158,30350,2023-02-27,153.04,Changed Mind
1159,34176,2023-05-11,108.48,Changed Mind
1160,40894,2023-11-27,164.27,Defective
1161,59850,2023-11-29,152.72,Wrong Item
1162,15260,2023-07-11,38.59,Defective
1163,29226,2023-02-15,74.19,Changed Mind
1164,8126,2023-01-01,22.81,Changed Mind
1165,30722,2023-01-06,169.98,Defective
1166,44124,2023-09-06,133.32,Defective
1167,40577,2023-10-29,181.18,Changed Mind
1168,47057,2023-11-09,191.59,Wrong Item
1169,54407,2023-03-20,122.25,Wrong Item
1170,15609,2023-06-26,140.24,Changed Mind
1171,8621,2023-08-21,164.73,Changed Mind
1172,56723,2023-10-04,14.39,Defective
1173,38942,2023-06-13,116.27,Defective
1174,13778,2023-04-22,58.35,Wrong Item
1175,1282,2023-06-21,184.03,Wrong Item
1176,45021,2023-08-04,26.68,Defective
1177,7580,2023-02-17,83.66,Changed Mind
1178,45771,2023-10-27,26.38,Defective
1179,32171,2023-10-03,69.11,Wrong Item
1180,18106,2023-05-30,112.24,Defective
1181,36027,2023-11-11,124.62,Wrong Item
1182,8931,2023-11-05,46.97,Defective
1183,4357,2023-06-05,65.62,Wrong Item
1184,53734,2023-06-14,102.15,Changed Mind
1185,38118,2023-10-08,182.03,Wrong Item
1186,47604,2023-06-10,119.62,Changed Mind
1187,12040,2023-07-08,119.42,Changed Mind
1188,44167,2023-12-09,123.69,Defective
1189,47019,2023-12-12,198.22,Wrong Item
1190,28112,2023-07-17,113.48,Wrong Item
1191,3876,2023-01-25,108.05,Changed Mind
1192,57363,2023-10-06,28.58,Changed Mind
1193,9837,2023-07-30,48.7,Changed Mind
1194,18711,2023-02-09,12.0,Changed Mind
1195,28191,2023-02-03,162.4,Defective
1196,9732,2023-03-01,55.01,Changed Mind
1197,42123,2023-03-11,83.47,Wrong Item
1198,21009,2023-07-20,31.79,Defective
1199,44873,2023-09-22,104.41,Defective
1200,42505,2023-06-03,46.04,Defective
1201,54630,2023-10-05,76.92,Wrong Item
1202,45178,2023-04-15,111.28,Wrong Item
1203,51186,2023-04-07,71.38,Changed Mind
1204,23324,2023-03-08,94.41,Defective
1205,12339,2023-10-29,102.63,Changed Mind
1206,10097,2023-12-26,87.41,Wrong Item
1207,39975,2023-05-24,157.5,Changed Mind
1208,53054,2023-11-19,71.7,Wrong Item
1209,10868,2023-02-15,117.81,Changed Mind
1210,26892,2023-11-04,143.85,Defective
1211,15934,2023-08-06,99.77,Defective
1212,19696,2023-09-22,54.93,Defective
1213,47600,2023-03-10,147.99,Changed Mind
1214,49502,2023-12-09,48.85,Defective
1215,33153,2023-06-09,186.74,Changed Mind
1216,51151,2023-08-19,156.81,Wrong Item
1217,36821,2023-12-25,11.16,Changed Mind
1218,9186,2023-05-26,16.43,Defective
1219,43203,2023-02-27,52.02,Changed Mind
1220,27491,2023-02-27,188.92,Changed Mind
1221,60734,2023-05-09,83.46,Wrong Item
1222,24028,2023-04-05,56.56,Changed Mind
1223,44425,2023-01-19,135.15,Wrong Item
1224,60666,2023-07-02,168.79,Wrong Item
1225,24104,2023-08-15,78.14,Defective
1226,30961,2023-04-30,104.53,Changed Mind
1227,5821,2023-01-02,33.9,Wrong Item
1228,24483,2023-12-09,71.35,Changed Mind
1229,51511,2023-11-25,98.29,Changed Mind
1230,56677,2023-10-10,91.66,Wrong Item
1231,11380,2023-09-13,136.02,Changed Mind
1232,17792,2023-05-18,49.31,Defective
1233,59385,2023-07-17,119.11,Wrong Item
1234,13452,2023-03-11,173.84,Defective
1235,47152,2023-01-25,87.17,Defective
1236,26196,2023-05-17,161.7,Wrong Item
1237,15015,2023-11-29,31.81,Changed Mind
1238,48742,2023-09-29,31.06,Wrong Item
1239,44053,2023-05-08,96.29,Defective
1240,37607,2023-09-07,82.64,Wrong Item
1241,48055,2023-04-16,129.66,Changed Mind
1242,29850,2023-04-11,189.76,Wrong Item
1243,50011,2023-10-22,76.02,Changed Mind
1244,10609,2023-10-22,99.66,Defective
1245,35988,2023-08-22,73.41,Defective
1246,3410,2023-08-23,169.83,Changed Mind
1247,38334,2023-11-23,185.81,Defective
1248,28624,2023-10-03,90.5,Changed Mind
1249,36151,2023-02-28,190.1,Defective
1250,19976,2023-08-08,30.17,Defective
1251,29971,2023-01-23,101.8,Defective
1252,39404,2023-09-16,95.03,Defective
1253,5164,2023-03-29,143.86,Wrong Item
1254,50200,2023-02-14,54.23,Wrong Item
