order_id,customer_id,order_date,status
18955,11697,2023-10-19,Completed
18956,11812,2023-01-09,Completed
18957,657,2023-07-27,Completed
18958,3152,2023-09-18,Completed
18959,9141,2023-08-31,Completed
18960,4111,2023-05-23,Completed
18961,11215,2023-03-05,Completed
18962,7208,2023-02-17,Completed
18963,13393,2023-06-16,Processing
18964,307,2023-06-02,Completed
18965,8897,2023-07-27,Completed
18966,4493,2023-12-08,Completed
18967,8870,2023-07-27,Completed
18968,11105,2023-08-13,Completed
18969,12186,2023-09-20,Completed
18970,8403,2023-05-26,Completed
18971,4495,2023-05-08,Completed
18972,1397,2023-09-19,Completed
18973,3461,2023-04-23,Completed
18974,4354,2023-09-25,Completed
18975,2163,2023-12-30,Completed
18976,12622,2023-06-10,Completed
18977,12637,2023-10-04,Completed
18978,10473,2023-07-05,Completed
18979,7677,2023-07-29,Completed
18980,4545,2023-02-11,Completed
18981,3149,2023-08-10,Completed
18982,12273,2023-10-29,Completed
18983,828,2023-09-16,Completed
18984,2656,2023-02-22,Completed
18985,10338,2023-03-03,Processing
18986,6712,2023-11-03,Completed
18987,11894,2023-11-14,Completed
18988,12750,2023-07-24,Completed
18989,8692,2023-03-31,Completed
18990,10871,2023-03-11,Completed
18991,9254,2023-04-01,Completed
18992,7865,2023-09-25,Completed
18993,7526,2023-12-11,Completed
18994,13554,2023-02-16,Completed
18995,5171,2023-01-16,Completed
18996,3497,2023-07-14,Cancelled
18997,6095,2023-10-17,Completed
18998,4223,2023-08-22,Completed
18999,9319,2023-10-29,Completed
19000,1990,2023-03-28,Completed
19001,10717,2023-03-05,Completed
19002,11493,2023-07-09,Completed
19003,10963,2023-07-01,Completed
19004,6580,2023-03-23,Completed
19005,5505,2023-05-11,Completed
19006,4181,2023-08-27,Completed
19007,1383,2023-05-20,Cancelled
19008,13074,2023-02-07,Completed
19009,14363,2023-11-30,Cancelled
19010,4168,2023-04-01,Completed
19011,3167,2023-05-26,Completed
19012,2636,2023-03-25,Completed
19013,5546,2023-06-12,Completed
19014,9222,2023-06-12,Completed
19015,5210,2023-07-17,Completed
19016,13904,2023-12-24,Completed
19017,9811,2023-11-28,Completed
19018,12440,2023-09-30,Processing
19019,11821,2023-03-11,Completed
19020,9428,2023-10-30,Completed
19021,10823,2023-11-06,Completed
19022,5383,2023-09-28,Completed
19023,3984,2023-01-09,Completed
19024,1406,2023-07-15,Completed
19025,7738,2023-01-03,Completed
19026,6201,2023-09-26,Completed
19027,14762,2023-12-18,Completed
19028,5743,2023-01-06,Completed
19029,12430,2023-08-22,Completed
19030,6712,2023-03-07,Completed
19031,9740,2023-04-06,Completed
19032,1885,2023-04-22,Completed
19033,13320,2023-05-05,Completed
19034,13498,2023-02-10,Completed
19035,5173,2023-01-07,Processing
19036,2185,2023-10-04,Completed
19037,6318,2023-07-28,Processing
19038,7004,2023-07-12,Completed
19039,8411,2023-06-09,Completed
19040,7431,2023-04-06,Completed
19041,4351,2023-09-04,Completed
19042,9004,2023-01-06,Completed
19043,8462,2023-02-10,Completed
19044,13899,2023-02-02,Processing
19045,6368,2023-06-02,Processing
19046,13171,2023-10-07,Completed
19047,4700,2023-04-05,Cancelled
19048,11398,2023-08-31,Completed
19049,9379,2023-04-16,Completed
19050,1734,2023-01-09,Completed
19051,12989,2023-04-03,Processing
19052,2968,2023-05-06,Completed
19053,73,2023-03-08,Completed
19054,4994,2023-01-04,Completed
19055,6118,2023-02-23,Cancelled
19056,7886,2023-12-07,Completed
19057,5043,2023-05-14,Completed
19058,12831,2023-02-14,Completed
19059,8062,2023-08-13,Completed
19060,12254,2023-05-22,Cancelled
19061,631,2023-12-06,Cancelled
19062,11035,2023-06-20,Completed
19063,5604,2023-11-07,Completed
19064,878,2023-06-14,Completed
19065,13567,2023-07-23,Completed
19066,8949,2023-09-29,Completed
19067,10858,2023-09-30,Completed
19068,4294,2023-09-08,Processing
19069,9643,2023-03-12,Completed
19070,2541,2023-12-12,Completed
19071,82,2023-09-12,Processing
19072,1332,2023-05-09,Completed
19073,9915,2023-01-02,Completed
19074,7956,2023-12-17,Completed
19075,14710,2023-03-25,Completed
19076,14837,2023-12-23,Completed
19077,357,2023-05-03,Completed
19078,9512,2023-06-10,Completed
19079,580,2023-11-17,Completed
19080,12588,2023-11-03,Completed
19081,646,2023-06-10,Completed
19082,6264,2023-01-03,Completed
19083,10426,2023-08-17,Processing
19084,10824,2023-03-01,Completed
19085,11492,2023-06-21,Processing
19086,8500,2023-04-14,Completed
19087,234,2023-05-13,Cancelled
19088,1035,2023-02-12,Completed
19089,10415,2023-10-30,Completed
19090,11013,2023-08-17,Completed
19091,12931,2023-01-06,Completed
19092,6018,2023-07-07,Cancelled
19093,5122,2023-01-06,Completed
19094,1736,2023-10-13,Completed
19095,4278,2023-04-11,Cancelled
19096,942,2023-08-08,Completed
19097,350,2023-05-18,Completed
19098,10879,2023-06-05,Completed
19099,1406,2023-09-19,Completed
19100,7465,2023-03-14,Completed
19101,13509,2023-10-07,Completed
19102,11820,2023-02-21,Completed
19103,1546,2023-03-23,Completed
19104,4321,2023-11-20,Completed
19105,9944,2023-10-10,Completed
19106,1747,2023-09-26,Completed
19107,12574,2023-03-16,Completed
19108,7897,2023-05-27,Completed
19109,1355,2023-06-10,Completed
19110,11825,2023-07-25,Completed
19111,7331,2023-09-26,Completed
19112,4289,2023-09-20,Cancelled
19113,9361,2023-10-16,Completed
19114,4767,2023-06-09,Completed
19115,5958,2023-02-14,Completed
19116,12237,2023-11-08,Completed
19117,6836,2023-08-17,Completed
19118,2586,2023-10-29,Completed
19119,4708,2023-08-14,Completed
19120,901,2023-10-02,Processing
19121,13935,2023-04-10,Completed
19122,3342,2023-08-16,Completed
19123,12339,2023-07-10,Processing
19124,7695,2023-03-11,Completed
19125,128,2023-09-08,Completed
19126,1676,2023-09-04,Completed
19127,1778,2023-11-06,Completed
19128,5166,2023-11-02,Completed
19129,8426,2023-11-17,Completed
19130,10688,2023-10-28,Completed
19131,584,2023-01-30,Completed
19132,1467,2023-03-20,Completed
19133,8695,2023-11-25,Processing
19134,6751,2023-09-04,Completed
19135,13210,2023-11-13,Completed
19136,12573,2023-08-09,Completed
19137,1156,2023-05-10,Completed
19138,14258,2023-06-07,Completed
19139,9692,2023-06-23,Completed
19140,7961,2023-09-04,Completed
19141,936,2023-03-09,Completed
19142,10784,2023-05-27,Completed
19143,356,2023-01-05,Completed
19144,1995,2023-03-14,Completed
19145,5157,2023-07-31,Completed
19146,13950,2023-02-26,Completed
19147,6282,2023-02-21,Processing
19148,9638,2023-02-28,Completed
19149,13757,2023-11-12,Completed
19150,10852,2023-05-03,Completed
19151,7410,2023-03-21,Completed
19152,5365,2023-08-29,Completed
19153,13851,2023-03-25,Completed
19154,11473,2023-04-13,Completed
19155,3975,2023-06-10,Processing
19156,2505,2023-05-20,Cancelled
19157,2147,2023-11-08,Completed
19158,7670,2023-05-31,Completed
19159,7305,2023-02-18,Completed
19160,1211,2023-06-24,Completed
19161,6180,2023-03-11,Completed
19162,8822,2023-09-12,Completed
19163,10910,2023-10-28,Completed
19164,13791,2023-07-23,Completed
19165,4883,2023-06-12,Completed
19166,6825,2023-11-24,Completed
19167,6199,2023-06-04,Completed
19168,9687,2023-10-30,Completed
19169,1108,2023-09-02,Completed
19170,11270,2023-10-15,Completed
19171,4987,2023-01-29,Processing
19172,3435,2023-07-18,Completed
19173,8024,2023-02-22,Completed
19174,11247,2023-04-03,Completed
19175,2816,2023-08-05,Completed
19176,7062,2023-10-26,Completed
19177,11974,2023-04-10,Completed
19178,2036,2023-04-22,Completed
19179,6808,2023-05-12,Completed
19180,6974,2023-04-01,Completed
19181,170,2023-05-31,Completed
19182,12024,2023-11-12,Completed
19183,10489,2023-10-13,Completed
19184,12950,2023-02-12,Completed
19185,14546,2023-08-04,Completed
19186,13200,2023-10-31,Processing
19187,10980,2023-09-20,Completed
19188,11508,2023-03-28,Completed
19189,14477,2023-08-18,Completed
19190,8824,2023-10-14,Completed
19191,8997,2023-04-28,Completed
19192,14516,2023-08-22,Completed
19193,5016,2023-01-19,Completed
19194,14973,2023-02-21,Completed
19195,6898,2023-08-27,Completed
19196,14036,2023-11-20,Completed
19197,3035,2023-05-14,Completed
19198,13329,2023-09-09,Completed
19199,11280,2023-07-30,Completed
19200,4481,2023-11-12,Completed
19201,3413,2023-12-15,Completed
19202,4989,2023-04-28,Completed
19203,7131,2023-05-20,Completed
19204,3870,2023-06-15,Completed
19205,6100,2023-05-21,Completed
19206,792,2023-01-28,Completed
19207,12334,2023-01-05,Completed
19208,10744,2023-06-23,Completed
19209,3842,2023-10-29,Completed
19210,11407,2023-12-03,Processing
19211,3357,2023-06-04,Completed
19212,7523,2023-09-03,Completed
19213,4926,2023-03-03,Completed
19214,10765,2023-07-15,Completed
19215,5075,2023-03-13,Completed
19216,12097,2023-03-31,Completed
19217,6701,2023-04-07,Completed
19218,2095,2023-05-08,Completed
19219,12816,2023-06-29,Completed
19220,6251,2023-06-02,Completed
19221,8808,2023-02-08,Completed
19222,13254,2023-07-14,Completed
19223,5253,2023-05-27,Completed
19224,12186,2023-03-12,Completed
19225,7004,2023-03-18,Completed
19226,4297,2023-10-07,Completed
19227,2302,2023-10-28,Completed
19228,10423,2023-09-21,Completed
19229,5270,2023-05-10,Completed
19230,9765,2023-11-19,Completed
19231,11221,2023-06-03,Completed
19232,10730,2023-01-17,Cancelled
19233,505,2023-02-07,Completed
19234,14749,2023-11-19,Completed
19235,1946,2023-02-26,Completed
19236,1862,2023-06-10,Completed
19237,13820,2023-12-16,Completed
19238,3723,2023-03-13,Completed
19239,3684,2023-12-16,Completed
19240,404,2023-11-16,Completed
19241,4332,2023-10-06,Completed
19242,9812,2023-01-12,Completed
19243,2907,2023-12-25,Processing
19244,11206,2023-09-08,Completed
19245,11809,2023-01-08,Completed
19246,4729,2023-10-21,Completed
19247,7710,2023-02-02,Completed
19248,1570,2023-12-19,Completed
19249,11909,2023-10-28,Processing
19250,14544,2023-03-16,Completed
19251,140,2023-12-29,Completed
19252,4684,2023-08-31,Completed
19253,6731,2023-10-26,Completed
19254,10036,2023-10-08,Completed
19255,11571,2023-01-15,Completed
19256,11157,2023-01-10,Completed
19257,5063,2023-09-29,Processing
19258,4666,2023-12-21,Cancelled
19259,11362,2023-04-08,Completed
19260,2173,2023-08-01,Completed
19261,6080,2023-11-09,Processing
19262,3421,2023-02-15,Completed
19263,6278,2023-05-04,Completed
19264,11236,2023-08-20,Cancelled
19265,1250,2023-05-09,Processing
19266,6065,2023-10-08,Completed
19267,13861,2023-11-08,Completed
19268,2698,2023-02-15,Completed
19269,14032,2023-09-21,Completed
19270,2754,2023-02-10,Completed
19271,14904,2023-05-23,Completed
19272,12627,2023-02-13,Completed
19273,4935,2023-12-04,Processing
19274,6466,2023-09-12,Completed
19275,3885,2023-05-09,Cancelled
19276,7255,2023-04-21,Completed
19277,95,2023-08-13,Completed
19278,4292,2023-07-12,Completed
19279,12480,2023-04-27,Completed
19280,14992,2023-12-03,Completed
19281,12810,2023-09-12,Completed
19282,13041,2023-09-06,Completed
19283,5781,2023-05-18,Completed
19284,5084,2023-10-25,Completed
19285,9868,2023-02-14,Completed
19286,8205,2023-04-11,Completed
19287,2302,2023-10-10,Completed
19288,4084,2023-06-16,Cancelled
19289,6120,2023-10-12,Completed
19290,6225,2023-01-22,Completed
19291,373,2023-12-12,Completed
19292,4490,2023-12-12,Completed
19293,14202,2023-06-29,Completed
19294,5852,2023-03-26,Completed
19295,6029,2023-04-16,Completed
19296,8610,2023-05-16,Completed
19297,13371,2023-11-18,Processing
19298,14464,2023-08-14,Processing
19299,817,2023-07-23,Completed
19300,13062,2023-04-23,Completed
19301,9996,2023-01-18,Completed
19302,3613,2023-12-03,Completed
19303,11597,2023-05-23,Completed
19304,11132,2023-09-16,Completed
19305,14618,2023-12-07,Completed
19306,7748,2023-03-24,Completed
19307,6351,2023-11-11,Completed
19308,7440,2023-07-02,Completed
19309,1333,2023-05-02,Completed
19310,14739,2023-01-11,Cancelled
19311,11439,2023-06-30,Processing
19312,6362,2023-11-19,Completed
19313,14662,2023-08-08,Completed
19314,756,2023-05-17,Completed
19315,13565,2023-11-09,Completed
19316,3526,2023-06-15,Completed
19317,13501,2023-09-20,Processing
19318,1797,2023-02-03,Completed
19319,13755,2023-11-15,Completed
19320,12162,2023-09-22,Processing
19321,3060,2023-12-12,Completed
19322,2178,2023-07-19,Completed
19323,11749,2023-10-02,Completed
19324,2051,2023-06-23,Completed
19325,1990,2023-11-08,Completed
19326,7519,2023-09-23,Completed
19327,8747,2023-04-30,Completed
19328,5810,2023-06-20,Completed
19329,5614,2023-02-09,Completed
19330,8458,2023-07-02,Completed
19331,9115,2023-10-14,Completed
19332,10264,2023-02-16,Completed
19333,8726,2023-10-20,Completed
19334,5977,2023-07-04,Completed
19335,14339,2023-03-20,Processing
19336,12176,2023-07-04,Completed
19337,1694,2023-04-09,Completed
19338,13168,2023-06-06,Completed
19339,14763,2023-02-14,Completed
19340,2052,2023-03-28,Completed
19341,11883,2023-11-25,Completed
19342,13096,2023-01-02,Completed
19343,11024,2023-05-26,Completed
19344,14839,2023-09-04,Completed
19345,12520,2023-06-06,Completed
19346,2921,2023-10-23,Completed
19347,4846,2023-01-03,Completed
19348,4168,2023-08-13,Cancelled
19349,6232,2023-11-10,Completed
19350,4624,2023-11-23,Completed
19351,9078,2023-12-16,Completed
19352,6747,2023-08-07,Completed
19353,14786,2023-06-15,Completed
19354,6140,2023-06-06,Completed
19355,14775,2023-06-08,Completed
19356,1459,2023-05-06,Completed
19357,3796,2023-07-12,Processing
19358,11348,2023-12-27,Completed
19359,3411,2023-10-26,Processing
19360,4025,2023-06-04,Completed
19361,6270,2023-06-04,Completed
19362,563,2023-04-28,Completed
19363,6093,2023-11-21,Completed
19364,6993,2023-01-03,Completed
19365,12219,2023-06-06,Completed
19366,7009,2023-12-25,Completed
19367,7797,2023-05-21,Completed
19368,13948,2023-12-19,Completed
19369,5660,2023-03-01,Completed
19370,6085,2023-03-25,Completed
19371,2972,2023-11-19,Completed
19372,345,2023-07-17,Completed
19373,6612,2023-12-29,Completed
19374,7125,2023-12-03,Completed
19375,6285,2023-10-30,Completed
19376,13318,2023-04-07,Processing
19377,2717,2023-06-10,Completed
19378,10871,2023-01-06,Completed
19379,9865,2023-11-30,Completed
19380,5661,2023-11-22,Completed
19381,13990,2023-11-19,Completed
19382,7233,2023-12-23,Completed
19383,11320,2023-10-07,Completed
19384,4894,2023-07-24,Completed
19385,12146,2023-11-17,Processing
19386,1120,2023-08-31,Completed
19387,10105,2023-06-30,Completed
19388,11195,2023-05-08,Completed
19389,2263,2023-04-10,Completed
19390,743,2023-10-15,Completed
19391,12346,2023-03-10,Completed
19392,5002,2023-11-23,Completed
19393,10645,2023-08-30,Completed
19394,5304,2023-02-14,Completed
19395,10961,2023-02-01,Completed
19396,7331,2023-01-28,Completed
19397,783,2023-12-19,Completed
19398,97,2023-08-26,Completed
19399,8779,2023-09-27,Processing
19400,13400,2023-05-21,Cancelled
19401,6662,2023-06-17,Cancelled
19402,13375,2023-04-23,Completed
19403,12829,2023-04-23,Completed
19404,4912,2023-10-13,Processing
19405,2239,2023-02-03,Processing
19406,9109,2023-02-15,Completed
19407,3350,2023-01-01,Completed
19408,10779,2023-07-06,Completed
19409,12373,2023-06-19,Processing
19410,13647,2023-08-30,Completed
19411,2489,2023-10-02,Completed
19412,3794,2023-01-23,Completed
19413,7818,2023-03-07,Completed
19414,2838,2023-03-27,Completed
19415,14164,2023-07-19,Completed
19416,2387,2023-03-28,Completed
19417,13980,2023-11-24,Completed
19418,7397,2023-12-11,Completed
19419,1842,2023-08-15,Completed
19420,9395,2023-04-21,Completed
19421,5367,2023-05-19,Completed
19422,13292,2023-10-24,Completed
19423,8065,2023-08-23,Completed
19424,4770,2023-09-19,Completed
19425,13987,2023-12-28,Completed
19426,8922,2023-10-28,Completed
19427,317,2023-07-28,Completed
19428,7454,2023-08-16,Completed
19429,76,2023-07-04,Completed
19430,5070,2023-03-23,Completed
19431,11239,2023-06-10,Completed
19432,204,2023-07-08,Completed
19433,7896,2023-01-18,Completed
19434,6568,2023-01-07,Completed
19435,14047,2023-10-12,Completed
19436,12481,2023-07-16,Processing
19437,7461,2023-08-11,Completed
19438,3776,2023-03-15,Completed
19439,11137,2023-01-16,Completed
19440,8079,2023-09-17,Completed
19441,6925,2023-03-06,Completed
19442,7581,2023-03-13,Completed
19443,5559,2023-05-09,Completed
19444,14637,2023-08-08,Completed
19445,4356,2023-05-11,Completed
19446,3052,2023-03-05,Completed
19447,2664,2023-08-30,Completed
19448,8624,2023-03-07,Completed
19449,10956,2023-03-30,Completed
19450,12984,2023-11-09,Completed
19451,7385,2023-12-23,Completed
19452,3163,2023-10-01,Completed
19453,8390,2023-04-16,Completed
19454,5079,2023-02-08,Completed
19455,39,2023-05-04,Completed
19456,10711,2023-05-01,Completed
19457,10319,2023-03-25,Cancelled
19458,8921,2023-07-28,Completed
19459,12092,2023-09-20,Completed
19460,3166,2023-04-22,Processing
19461,4780,2023-03-09,Completed
19462,6187,2023-10-19,Processing
19463,12420,2023-08-10,Completed
19464,2125,2023-01-01,Completed
19465,14258,2023-09-04,Completed
19466,7400,2023-10-18,Completed
19467,4135,2023-03-17,Completed
19468,6295,2023-03-21,Completed
19469,3772,2023-06-05,Completed
19470,5539,2023-10-15,Completed
19471,3258,2023-08-26,Processing
19472,6462,2023-10-18,Completed
19473,13776,2023-01-19,Completed
19474,13744,2023-04-03,Completed
19475,11399,2023-04-03,Completed
19476,13815,2023-03-21,Completed
19477,5389,2023-09-17,Completed
19478,14773,2023-04-23,Processing
19479,14963,2023-04-25,Completed
19480,7901,2023-06-21,Completed
19481,10791,2023-03-03,Completed
19482,12628,2023-05-09,Completed
19483,11506,2023-12-05,Completed
19484,1245,2023-11-03,Completed
19485,12280,2023-04-26,Completed
19486,658,2023-04-18,Completed
19487,11158,2023-08-06,Completed
19488,1700,2023-07-23,Processing
19489,4457,2023-05-25,Processing
19490,6069,2023-02-06,Completed
19491,8048,2023-02-05,Processing
19492,11236,2023-11-21,Completed
19493,14526,2023-04-12,Completed
19494,14749,2023-05-11,Completed
19495,12617,2023-11-29,Completed
19496,9992,2023-07-16,Completed
19497,13534,2023-12-27,Completed
19498,5964,2023-10-06,Completed
19499,13998,2023-02-16,Completed
19500,6236,2023-08-02,Completed
19501,4536,2023-02-03,Completed
19502,7274,2023-10-24,Completed
19503,14581,2023-08-06,Completed
19504,11819,2023-10-30,Completed
19505,12170,2023-06-08,Completed
19506,1977,2023-02-04,Cancelled
19507,7938,2023-10-28,Completed
19508,13121,2023-11-09,Processing
19509,3670,2023-08-12,Completed
19510,4193,2023-04-27,Completed
19511,14288,2023-04-21,Completed
19512,938,2023-11-22,Cancelled
19513,5597,2023-05-29,Completed
19514,1290,2023-08-25,Completed
19515,4671,2023-12-25,Completed
19516,2151,2023-02-18,Completed
19517,7422,2023-02-16,Completed
19518,13117,2023-04-11,Completed
19519,8705,2023-09-23,Processing
19520,12954,2023-03-27,Completed
19521,1517,2023-08-25,Completed
19522,13573,2023-12-21,Completed
19523,10275,2023-10-21,Cancelled
19524,1405,2023-02-05,Completed
19525,4493,2023-11-12,Completed
19526,6171,2023-07-15,Processing
19527,10124,2023-08-25,Completed
19528,10078,2023-03-15,Cancelled
19529,2354,2023-12-18,Completed
19530,12000,2023-11-26,Completed
19531,10939,2023-08-23,Completed
19532,13983,2023-11-26,Cancelled
19533,581,2023-04-24,Completed
19534,10405,2023-08-19,Completed
19535,3330,2023-05-17,Completed
19536,8294,2023-01-13,Completed
19537,4551,2023-07-04,Completed
19538,12481,2023-03-23,Completed
19539,12035,2023-11-09,Completed
19540,2964,2023-06-14,Completed
19541,13186,2023-01-11,Cancelled
19542,13098,2023-01-06,Completed
19543,299,2023-06-24,Cancelled
19544,4117,2023-10-12,Completed
19545,45,2023-04-13,Completed
19546,7648,2023-05-23,Completed
19547,2544,2023-07-03,Completed
19548,3860,2023-11-21,Completed
19549,4779,2023-12-08,Completed
19550,14002,2023-06-08,Completed
19551,14559,2023-10-02,Completed
19552,4395,2023-08-31,Completed
19553,3553,2023-05-26,Completed
19554,13650,2023-07-05,Completed
19555,3156,2023-07-17,Completed
19556,11324,2023-07-20,Completed
19557,288,2023-01-30,Completed
19558,3706,2023-08-11,Processing
19559,517,2023-06-12,Completed
19560,2202,2023-01-17,Completed
19561,14617,2023-08-22,Completed
19562,6578,2023-08-13,Completed
19563,12630,2023-11-20,Completed
19564,8103,2023-09-11,Completed
19565,12374,2023-10-16,Cancelled
19566,3659,2023-08-30,Processing
19567,6923,2023-09-01,Cancelled
19568,4287,2023-10-19,Completed
19569,11516,2023-09-24,Completed
19570,12269,2023-07-07,Processing
19571,13380,2023-04-30,Completed
19572,3937,2023-09-17,Completed
19573,9362,2023-07-10,Completed
19574,991,2023-08-31,Completed
19575,4972,2023-12-22,Completed
19576,11898,2023-01-05,Completed
19577,14236,2023-07-11,Completed
19578,7722,2023-12-07,Completed
19579,1852,2023-07-24,Completed
19580,8190,2023-05-12,Completed
19581,2710,2023-04-24,Completed
19582,4008,2023-10-18,Completed
19583,2622,2023-01-26,Completed
19584,13567,2023-06-03,Completed
19585,2179,2023-01-19,Completed
19586,839,2023-02-06,Completed
19587,13247,2023-05-19,Completed
19588,13689,2023-03-07,Completed
19589,9748,2023-01-31,Completed
19590,9415,2023-07-22,Completed
19591,4935,2023-02-13,Completed
19592,14557,2023-09-29,Completed
19593,10236,2023-01-02,Completed
19594,9626,2023-02-28,Completed
19595,8105,2023-09-03,Completed
19596,14979,2023-06-25,Completed
19597,7339,2023-06-13,Completed
19598,1169,2023-09-21,Cancelled
19599,14824,2023-02-05,Cancelled
19600,14690,2023-04-17,Completed
19601,7349,2023-01-25,Completed
19602,948,2023-08-24,Processing
19603,161,2023-09-17,Cancelled
19604,12752,2023-04-19,Completed
19605,11324,2023-06-20,Processing
19606,14551,2023-06-04,Completed
19607,2628,2023-04-19,Completed
19608,14264,2023-04-30,Completed
19609,13504,2023-08-05,Completed
19610,2536,2023-05-25,Completed
19611,2273,2023-12-07,Completed
19612,3464,2023-12-01,Processing
19613,4805,2023-04-22,Completed
19614,161,2023-04-27,Completed
19615,1785,2023-01-24,Completed
19616,10137,2023-09-20,Processing
19617,6599,2023-04-27,Completed
19618,3183,2023-03-04,Completed
19619,12167,2023-09-09,Completed
19620,14881,2023-08-18,Completed
19621,3625,2023-05-30,Completed
19622,11937,2023-04-16,Completed
19623,14365,2023-06-30,Completed
19624,8959,2023-11-26,Completed
19625,2028,2023-09-25,Completed
19626,12199,2023-04-14,Completed
19627,8377,2023-10-05,Completed
19628,1897,2023-06-16,Processing
19629,11488,2023-02-16,Completed
19630,2405,2023-02-13,Cancelled
19631,2540,2023-01-16,Completed
19632,733,2023-11-11,Completed
19633,14144,2023-02-03,Completed
19634,9814,2023-07-27,Completed
19635,578,2023-02-24,Completed
19636,2162,2023-09-10,Completed
19637,8570,2023-03-15,Completed
19638,3849,2023-01-24,Completed
19639,1309,2023-04-21,Processing
19640,12385,2023-08-30,Completed
19641,842,2023-08-28,Completed
19642,2172,2023-05-10,Completed
19643,8348,2023-06-08,Completed
19644,6254,2023-03-04,Completed
19645,12341,2023-02-16,Completed
19646,9895,2023-09-12,Completed
19647,10828,2023-01-19,Completed
19648,3386,2023-02-25,Processing
19649,4822,2023-01-11,Completed
19650,5814,2023-12-08,Completed
19651,1414,2023-08-11,Completed
19652,45,2023-03-15,Completed
19653,13224,2023-05-14,Completed
19654,1687,2023-06-08,Completed
19655,5237,2023-08-31,Cancelled
19656,10362,2023-04-09,Completed
19657,6626,2023-11-02,Completed
19658,11434,2023-12-26,Completed
19659,2726,2023-09-07,Completed
19660,9616,2023-01-29,Completed
19661,8010,2023-10-04,Completed
19662,4015,2023-06-18,Completed
19663,5781,2023-11-21,Completed
19664,4596,2023-07-16,Cancelled
19665,8266,2023-03-29,Completed
19666,3019,2023-12-01,Completed
19667,6293,2023-10-11,Completed
19668,1561,2023-06-11,Completed
19669,9084,2023-02-25,Completed
19670,11325,2023-07-02,Completed
19671,10082,2023-08-02,Cancelled
19672,13366,2023-01-29,Completed
19673,9439,2023-01-03,Completed
19674,11995,2023-11-21,Completed
19675,473,2023-09-24,Completed
19676,5436,2023-09-11,Completed
19677,2218,2023-06-25,Processing
19678,8893,2023-04-15,Completed
19679,10272,2023-11-05,Completed
19680,53,2023-11-08,Processing
19681,2988,2023-06-03,Completed
19682,8331,2023-12-30,Completed
19683,9590,2023-07-12,Completed
19684,2138,2023-12-24,Completed
19685,828,2023-02-25,Completed
19686,10276,2023-10-11,Cancelled
19687,8165,2023-05-31,Completed
19688,11169,2023-07-08,Completed
19689,1249,2023-03-23,Completed
19690,12842,2023-01-16,Completed
19691,4836,2023-07-06,Cancelled
19692,12557,2023-08-22,Completed
19693,13198,2023-06-25,Completed
19694,8378,2023-09-30,Completed
19695,3443,2023-02-04,Cancelled
19696,13157,2023-04-05,Completed
19697,7403,2023-08-04,Processing
19698,3194,2023-06-18,Completed
19699,14760,2023-10-20,Processing
19700,4929,2023-04-23,Completed
19701,9605,2023-01-30,Completed
19702,11381,2023-12-04,Completed
19703,13778,2023-08-07,Completed
19704,7597,2023-12-27,Completed
19705,2917,2023-02-16,Completed
19706,9208,2023-10-11,Completed
19707,4538,2023-02-10,Completed
19708,12327,2023-09-10,Completed
19709,7052,2023-10-28,Completed
19710,13933,2023-12-19,Completed
19711,5646,2023-04-22,Completed
19712,4262,2023-07-20,Completed
19713,1936,2023-08-04,Completed
19714,8042,2023-05-21,Completed
19715,9661,2023-08-10,Completed
19716,4539,2023-06-20,Completed
19717,4427,2023-08-13,Completed
19718,13281,2023-04-29,Completed
19719,1359,2023-04-20,Completed
19720,13424,2023-02-27,Processing
19721,1770,2023-10-03,Completed
19722,10954,2023-04-24,Completed
19723,11075,2023-07-10,Completed
19724,14475,2023-01-01,Completed
19725,14091,2023-01-23,Completed
19726,14096,2023-02-02,Completed
19727,9382,2023-07-04,Cancelled
19728,13726,2023-07-28,Processing
19729,1193,2023-07-01,Completed
19730,2817,2023-04-05,Completed
19731,6268,2023-05-03,Completed
19732,11814,2023-06-08,Completed
19733,7026,2023-09-03,Completed
19734,4857,2023-06-14,Completed
19735,14061,2023-12-23,Completed
19736,5218,2023-09-05,Completed
19737,1043,2023-09-02,Completed
19738,5244,2023-09-14,Completed
19739,8418,2023-05-26,Completed
19740,10171,2023-10-22,Completed
19741,6756,2023-10-09,Completed
19742,6468,2023-11-27,Completed
19743,3978,2023-07-12,Completed
19744,13329,2023-05-05,Completed
19745,12024,2023-05-05,Completed
19746,10837,2023-02-26,Completed
19747,1884,2023-07-16,Completed
19748,13768,2023-08-02,Completed
19749,541,2023-01-17,Completed
19750,8838,2023-12-24,Completed
19751,5086,2023-07-18,Completed
19752,4802,2023-09-25,Cancelled
19753,4727,2023-10-21,Completed
19754,7023,2023-08-03,Completed
19755,12479,2023-06-25,Completed
19756,1689,2023-11-06,Completed
19757,9047,2023-03-13,Completed
19758,6635,2023-01-15,Completed
19759,405,2023-01-30,Completed
19760,3344,2023-02-24,Completed
19761,7812,2023-03-14,Completed
19762,7019,2023-04-19,Completed
19763,10670,2023-05-29,Completed
19764,8712,2023-08-24,Completed
19765,13958,2023-11-12,Completed
19766,11133,2023-05-16,Completed
19767,1408,2023-06-24,Completed
19768,9013,2023-09-05,Completed
19769,7031,2023-11-25,Completed
19770,7360,2023-01-26,Completed
19771,11867,2023-03-25,Completed
19772,4531,2023-08-18,Completed
19773,7929,2023-05-03,Completed
19774,12028,2023-11-22,Completed
